produs2,pret
pate vegetal gustare tartinabila hame 80g,2.1
pate cu ficat de porc capricii si delicii  145g,3.05
concentrat de rosii mutti 210g,5.15
sardina premium in sos de rosii adriano saralina premium 90g,4.85
conserva ton in sos de rosii calvo 80g,6.8
ciorba de burta cu smantana scandia 820g,13.8
gem asortat cu capsuni pentru patiserie arovit 1.4kg,10.45
pate vegetal cu ardei gras mandy 200g,2.95
tomate pasate raureni 700g,3.75
sardine picante in ulei vegetal trata 100g,6.25
file ton carrefour 190g,15.81
conserva insalatissime messicana rio mare 3 x 160g,26
energizant cu propolis albina carpatina 360g,16.25
polen granule albina carpatina 110g,11.65
dulceata de castane cu vanilie carrefour 370g,8.61
bulion delikat 200ml,3.49
masline kalamata in saramura xenia 355g,8.25
conserva ciuperci feliate olympia 360g,5.4
ton maruntit in ulei vegetal giana 170g,4.25
somon in ulei cu legume home garden 170g,10.1
pate cu ficat de pui carrefour 200g,2.49
masline verzi carrefour 300g,7.81
pasta de tomate sultan 580g + pasta sultan 70g cadou,8.75
pasta de ardei carrefour 100g,7.02
piept de pui asortat cu mazare scandia sibiu 400g,7.8
pasta vegetala simpla carrefour 200g,2.55
masline kalamate feliate xenia 360g,7.9
file macrou in sos tomat merve 170g,7.3
sprot afumat in ulei merve 170g,6
gogosari sferturi in otet defne 1.35kg,15.2
salata de fructe st mamet 850g,13.35
terina de strut cu cimbru si terina de rata cu armagnac carrefour 180g,9.22
pasta de tomate sultan 155g,3.7
bame baktat 660g,14.58
ton intreg in ulei de masline eva 160g,10.24
castraveti in otet defne 370 ml,6.7
costita cu fasole ardealul 300g,4.5
dulceata din corcoduse reflets de france 325g,8.57
crema de lapte bonne maman 380g,8.65
pate cu ficat de rata carrefour 120g,2.89
pate cu ficat de pui capricii si delicii  145g,3.25
masline naturale mix picante farmer per kg,25.05
ardei capia copti darinne 1700ml,25.05
conserva de porumb dulce in apa indulcita heinz,6.3
amestec de ciuperci exotice murate darinne 560g,14.35
ciolan pe varza scandia 400g,8.3
pasta vegetala cu ciuperci carrefour 120g,1.99
pate porc cu ficat de rata si vin pate grand-mere duck&port 175g,7.08
masline intregi colosal defne 720ml,14.2
hering in ulei de rapita evra 170g,3.38
file de ansoa in ulei de masline delicius 46g,11.15
gem de caise st. dalfour 284g,11.4
ton maruntit yachtis 185g,5.15
pate cu ficat de porc carrefour 300g,2.89
pasta de tomate home garden 180g,2.39
conserva mazare si morcovi tineri d'aucy 200g,3.55
ciuperci intregi la grande famiglia 400g,8
conserva porumb dulce in vid olympia 340g,4.5
carne presata de pasare carrefour 300g,3.49
ton bucati in ulei vegetal home garden 400g,19.8
macrou bucati in ulei baltic club 240g,5.92
file de macrou in ulei baltic club 170g,8.7
ton bucati in ulei vegetal sun food 170g,7.95
fasole cu carnati mandy 300g,5.01
mazare rehidratata merve 720g,3.59
gem extra de cirese negre schwartau 340g,11.45
pate porc extra patelina 90g,2.95
terina iepure cu tarhon si terina rata cu ardei si masline carrefour 180g,9.05
pate rustico de ton cu masline rio mare 115g,14.25
pate vegetal ardealul 200g,3.05
pasta de tomate merve 720g,7.53
fasole batuta de post sadu 200g,2.2
ton file in ulei de floarea soarelui kaiser franz josef 170g,9.99
gem de prune naturelo 360g,5.55
pasta vegetala simpla carrefour 120g,1.79
pate clasic de porc mandy 200g,3.2
rosii cherry intregi rosso cuoco granoro 400g,4.88
carne vita bucegi 300g,6.1
ton alb natur reflets de france 160g,13.97
ciorba de vacuta scandia 400g,7.35
compot de mandarine carrefour 312 g,4.69
pate de porc cu unt bucegi 120g,2.2
masline verzi cu chili vlamar per kg,18.9
rasol de porc scandia sibiu 300g,9.35
ansoa cu oregano in ulei trata 100g,7
file macrou in ulei merve 170g,7.85
gem de zmeura st. dalfour 284g,11.4
compot de capsuni st mamet 425ml,8.35
pate de porc carrefour 100g,1.54
masline verzi feliate in saramura xenia 355g,6.45
ciuperci taiate freshy food 270g,2.79
costita afumata randuita pe fasole scandia 400g,7.4
ansoa in ulei masline minerva trata 100g,7.55
file de macrou in sos tomat baltic club 170g,8.7
file de ton carrefour selection 300g,25.89
calamar in ulei de floarea soarelui kaiser franz josef exclusive 80g,8.5
sardine in ulei merve 215g,6.55
hering in sos de rosii nemo 170g,4.2
ton in suc propiu eva 80g,7.2
ciorba de pui cu smantana scandia 400g,7.35
pasta vegetala cu ardei carrefour 120g,1.99
pasta cu ficat de porc carrefour 150g,2.49
bulion tip 18 rozina 720g,7.82
macrou in sos tomat baltic club 240g,5.92
midii in sos escabeche kaiser franz josef exclusive 80g,9
gogosari in otet darinne 1.62kg,15.79
dulceata de coacaze negre darinne 360g,11.4
gem extra de macese schwartau 340g,11.4
capere in otet din vin sacla 200g,12.7
carne presata de porc hame clasic 300g,6.5
file hering in ulei merve 170g,7.2
sardina in sos tomat baltic club 240g,5.29
conserva salata california cu ton calvo 150g,9.45
ton bucati in saramura king oscar 170g,8.9
ardei iute baktat 170g,8
dulceata extra de fructe de padure schwartau 340g,11.45
compot de zmeura st mamet 425ml,9.59
masline fos kalamata jumbo 1kg,31.4
ciuperci murate darinne 560g,15.69
conserva salata mediteraneana cu ton calvo 150g,9.45
ardei verzi olympia gourmet 355g,6.3
energizant cu germeni de grau si nuca albina carpatina 360g,15.78
energizant cu polen si laptisor de matca albina carpatina 360g,18.11
pasta de macese olympia 300g,8.7
pate de porc sadu 170g,2.4
pate porc picant patelina 90g,2.65
pate de porc cu piper verde la piara 100g,6.72
pasta de tomate rossa'c 800g,5.19
pasta de tomate sultan 400g,5.9
salata de ton mexicana giana 185g,7.5
"calamar in ulei de floarea soarelui, cu aroma de usturoi kfg 80g",8.5
conserva ton bucati in ulei de floarea soarelui king oscar 170g,9.35
file hering in sos tomat merve 170g,6.7
pasta de ansoa in ulei de masline delicius 60g,10
gogosari in otet darinne 4.1kg,43.2
dulceata de caise arovit 340g,6.6
terina de rata labeyrie 170g,22.35
pate de pasare sadu 200g,2.9
pate de porc cu ciuperci bucegi 120g,2.3
terina de rata cu portocale si terina de porc cu ardei iute carrefour 180g,9.05
pate de pui ardealul 500g,6.8
conserva carne premium de vita in suc propriu 300g,12.5
carne de porc antefrig 300g,7.5
carne presata de porc si pui tulip 200g,7
sardine in ulei vegetal si suc propriu giana  125g,4.65
ton maruntit in ulei vegetal adriana 170g,6.4
hering bucati in ulei baltic club 240g,7.1
sprot afumat in ulei nemo 170g,4.8
ardei iute chillepin in otet defne 370ml,8.9
energizant arovit 400g,3.5
dulceata extra de afine schwartau 340g,13.9
dulceata de fructe de padure darinne 360g,11.4
dulceata de fructe de padure bonne maman 370g,11.03
compot de pere vasco da gamma 510g,12
pate vegetal cu spanac mandy 200g,2.95
masline verzi in saramura cu coriandru si chimen xenia 355g,6.15
linte in saramura giana 425ml,3.2
"gustare din cous-cous, legume si ton calvo 160g",14.8
conserva salata mexicana cu ton calvo 150g,9.45
sprot afumat in sos tomat merve 170g,5.5
sardine in sos tomat eva 115g,4.7
pastrav file in ulei cu legume home garden 170g,9.7
pate de ansoa la piara solo natural 144g,11.73
ton solid in ulei vegetal home garden 170g,8.3
sprot in sos tomat home garden 170g,3.86
ton in ulei de masline eva 80g,7.52
fructe tropicale in sirop sun food 420 g,7.5
pate vegetal cu masline hame 75 g,2.15
pate de porc la piara iberico 146g,9.27
pate porc patelina 90g,2.65
terina de rata cu 20% foie gras labeyrie 170g,31.5
ardei iuti chilli darinne 370ml,5.85
sardine in sos tomat merve 215g,6.55
ton afumat in ulei trata 160g,11.7
pate rustico de ton cu rosii rio mare 115g,13.9
pate pui patelina 90g,2.65
conserva ton in ulei de masline cu ardei iute 160g rio mare,14.59
ansoa picant in ulei vegetal trata 100g,7
castraveti in otet darinne 4.1kg,50.4
energizant cu laptisor de matca albina carpatina 360g,16.25
dulceata de capsuni naturelo 340g,12.45
dulceata extra de coacaze negre schwartau 340g,11.4
masline verzi umplute cu ardei in saramura xenia 355g,9.65
ansoa in ulei extravirgin de masline rizzoli 40g,9.9
hering in sos tomat baltic club 240g,8.25
salata piemontaise de cartofi si sunca carrefour 240g,8.25
crema de vanilie carrefour 400g,7.35
cocktail de fructe in sirop carrefour 708g,12
spuma de ficat de rata foie gras labeyrie 150g,45.1
pate de porc cu ardei bucegi 120g,2.3
ardei capia copt baktat 650g,13.93
conserva ciuperci feliate in saramura hame 210g,5.3
piper verde maxim's 100g,5
file ansoa in ulei extravirgin masline rizzoli 90g,20.15
file de sardina in sos tomat baltic club 190g,7.9
ardei jalapeno baktat 320g,10.01
gem de rubarba carrefour 370g,6.09
gem de ananas carrefour 370g,7.35
ananas felii in sirop usor indulcit carrefour 675g 3x225g,12.39
salata vinete baktat 295g,10.5
sardine in sos de rosii giana 125g,4.65
salata de ton exotica giana 185g,7.5
pasta vegetala 100g,0.82
ardei la gratar in sos ponti 290g,14.25
file ansoa in sos picant rizzoli 90g,19.5
ardei chilli baktat 170g,8
miere de mana terre d'italia 500g,23.99
bors magic original delikat 20g,2.05
piper negru macinat cosmin 17g,1.5
bors magic cu verdeturi delikat 2x70g,3.39
cimbru galeo 10g,1.15
foi de dafin galeo 4g,1.09
usturoi granulat cosmin 15g,1.6
sare de masa iodata olympia 500g,4.25
piper mozaic boabe kotanyi 35g,12.5
busuioc galeo 10g,1.09
boia de ardei dulce carrefour 17g,0.59
boia de ardei dulce galeo 17g,1.09
sare de mare naturala iodata kalas classic 250g,3.85
piper negru macinat kamis 20g,3.35
marar cosmin 8g,1
leustean cosmin 6g,1.1
oregano galeo 10g,1.1
cimbru cosmin 8g,1.2
oregano carrefour 10g,0.59
baza pentru mancaruri cu gust de gaina delikat 2x400g,13.2
sare de mare iodata kotanyi 92g,9.5
patrunjel cosmin 80g,1
cub pui knorr 108g,2.39
scortisoara macinata galeo 15g,1.25
sare fina roz de himalaya pirifan 500g,5.49
foi de dafin cosmin 4g,1
curry galeo 20g,1.1
piper negru boabe kamis 20g,2.85
baza pentru mancaruri delikat legume 400g,7.19
patrunjel frunze carrefour 7g,0.4
rasnita verdeturi italiene kotanyi 48g,9.5
piper negru macinat galeo 17g,1.59
piper negru boabe cosmin 17g,1.5
scortisoara macinata cosmin 15g,1.25
chimen seminte cosmin 20g,1.25
foi de dafin intregi kotanyi 5g,2.5
cub legume knorr 108g,2.79
busuioc maruntit carrefour 9g,0.49
piper verde boabe kotanyi 12g,3
boia de ardei dulce cosmin 17g,1
sare iodata pentru masa si gatit kalas golden 250g,6.7
chili iute cu sare de mare in rasnita kotanyi 35g,9.5
rozmarin macinat carrefour 18g,1.15
sare de mare iodata fina carrefour 500g,0.89
curry pudra carrefour 20g,0.45
baza pentru mancaruri cu legume maggi secretul gustului 200g,4.89
ghimbir macinat kotanyi 22g,3
condimente mustar boabe carrefour 25g,0.66
sare de mare iodata fina carrefour 250g,1.69
cub gaina - baza pentru mancaruri maggi 120g,2.99
marar maruntit carrefour 8g,0.62
amestec pentru sos spaghete carbonara knorr la fix 38g,2.9
scortisoara kamis 15g,3
condiment pentru carne de pui cosmin 20g,1.1
cartofi la cuptor cu usturoi si rozmarin knorr punga magica 30g,3.29
maggi fidelicios pui picant 60g,0.89
piper negru boabe kotanyi 36g,15.2
cimbru maruntit kotanyi 15g,2.2
friptura de pui cu usturoi knorr punga magica 28g,3.29
tarhon galeo 8g,1.2
sare de mare iodata semi grunjoasa kalas niki 1kg,3.75
nucsoara macinata kotanyi 15g,5.6
baza pentru mancaruri cu legume maggi secretul gustului 2x400g,13.25
piper negru boabe kotanyi 17g,3
bors magic cu verdeturi delikat 70g,2.3
scortisoara macinata kotanyi bio 18g,3.5
baza pentru mancaruri delikat legume 1kg,17.19
usturoi granulat galeo 15g,1.1
cimbru maruntit carrefour 10g,0.66
boia de ardei iute carrefour 17g,0.5
boia de ardei dulce kotanyi 20g,2.9
cimbru kamis 10g,2.6
piper alb macinat cosmin 17 g,1.5
sare grunjoasa roz de himalaya pirifan 500g,5.49
sare de mare iodata fina carrefour 1kg,1.89
oregano kamis 10g,2.6
condimente friptura de pui picant knorr punga magica 29g,3.29
condimente pentru pui galeo 20g,1.25
baza pentru mancaruri cub cu gust de gaina maggi 160g,3.19
condimente pentru peste galeo 20g,1.09
usturoi granulat kamis 25g,3
condimente pentru cartofi prajiti galeo 20g,1.25
piper alb macinat carrefour 15g,1.01
rozmarin macinat kotanyi 18g,2.5
condimente pentru porc galeo 20g,1.1
coriandru boabe kotanyi 26g,2.5
busuioc cosmin 8g,1.2
menta verde maruntita kotanyi 9g,2.4
piper negru macinat kotanyi 17g,2.9
sare iodata recristalizata salrom 280g,3.7
mix condimente carrefour cartofi prajiti 20g,0.45
boia ardei dulce kamis 20g,2.6
ienibahar galeo 10g,1.1
chimen macinat cosmin 17g,1.1
leustean maruntit carrefour 7g,0.5
baza pentru mancaruri cub vita instant maggi 54g,2.05
marar galeo 8g,1.15
boia de ardei dulce kotanyi 50g,6.6
amestec condimente pentru pui knorr punga magica 25g,3.29
spaghete bolognese maggi ideea zilei 60g,2.49
amestec pentru sos spaghete carbonara maggi ideea zilei 40g,2.49
chimen seminte kotanyi 28g,2.5
piper mozaic kamis 36g,12
condimente pentru pui kamis 30g,3
usturoi granulat in rasnita kotanyi 48g,10.7
baza pentru mancaruri cu gust de gaina delikat 75g,2.05
baza pentru mancaruri cu legume maggi secretul gustului 400g,8.83
bors de legume delikat magic 2 x 70g,3.39
cub pui knorr 54g,1.49
usturoi granulat kotanyi 28g,2.4
tarhon kamis 10g,2.85
condimente pentru carne la gratar kamis 25g,3.2
cub legume knorr 54g,1.87
baza pentru mancaruri delikat gust de gaina 400g,8.8
condimente pentru pui picant galeo 20g,1.1
bors cu legume maggi 70g,2.3
baza pentru mancaruri cub cu gust de afumatura maggi 60g,2.1
baza pentru mancaruri cub cu gust de gaina maggi 60g,1.75
piper cu lamaie kamis 20g,3
baza pentru mancaruri podravka vegeta 500g,8.85
condiment pentru vin fiert cosmin 25g,1.1
cub vita knorr 108g,2.79
busuioc kamis 10g,2.7
boia de ardei iute cosmin 17g,1.35
sare cristale roz de himalaya pirifan 500g,5.49
curry kamis 25g,2.6
busuioc maruntit kotanyi bio 7g,3.5
oregano cosmin 8g,1.2
mix condimente carrefour carne tocata 20g,0.66
rozmarin kamis 10g,2.7
condimente pentru sarmale galeo 20g,1.1
busuioc maruntit kotanyi 9g,2.4
condimente pui picant carrefour 20g,0.66
marar kamis 8g,2.9
cub legume maggi 60g,2.05
oregano maruntit kotanyi 8g,2.5
bors magic cu legume delikat 70g,2.3
condimente pentru peste kamis 25g,2.7
frunze de patrunjel galeo 10g,1.15
amestec condimente pentru carne de porc carrefour 20g,0.39
salvie maruntita kotanyi 8g,2.4
amestec pentru sos spaghete milanese maggi ideea zilei 55g,2.49
condimente carrefour peste 20g,0.48
sare de mare naturala iodata kalas golden 500g,7.4
mix condimente carrefour pui 20g,0.5
sare de mare iodata fina kalas niki 500g,2.8
boia de ardei iute galeo 17g,1.1
piper alb macinat galeo 15g,1.55
bors magic cu smantana delikat 40g,2.15
condimente pentru sarmale kamis 25g,2.9
ienibahar macinat cosmin 12g,1
piper negru boabe kamis 42g,13.9
piper alb macinat kamis 20g,3.45
amestec condimente pentru friptura de pui kotanyi 30g,2.69
mix condimente carrefour chifltele 20g,0.66
maggi secretul gustului gust de gaina 2x400g promo,14.79
friptura de porc cu usturoi si afumatura knorr punga magica 29g,3.29
condimente pentru chiftele galeo 20g,1.1
amestec de condimente pentru vin fiert fuchs 15g,2.6
verdeturi pentru cartofi in rasnita kotanyi 40g,12.5
mustar boabe galeo 25g,1.1
sare iodata gema marunta defne 1kg,1.65
bors maggi 200g,4.75
amestec comdimente pentru sarmale cosmin 20g,1.1
marar kotanyi 11g,2.4
cub legume maggi 120g,3.7
sare extrafina iodata salrom 5kg,6.55
patrunjel tocat kotanyi bio 7g,3.5
piper cu lamaie in rasnita kotanyi 29g,10.5
maghiran kotanyi 6g,2.5
bors magic cu verdeturi delikat 180g,5
baza pentru mancaruri delikat legume 75g,1.71
scortisoara macinata fuchs 20g,2.4
cardamom macinat kotanyi 10g,2.4
sare de mare iodata fina kalas niki 1kg,3.7
verdeturi de provence kotanyi 33g,9.5
oregano maruntit kotanyi bio 9g,3.5
fix spaghetti bolognese knorr 44g,2.39
baza pentru mancaruri podravka vegeta 300g,5.45
tarhon kotanyi 8g,3
adaos universal pentru mancaruri podravka vegeta naturella 150g,5.19
condiment pentru gratar cosmin 20g,1.1
amestec condimente pentru gratar kotanyi 30g,2.69
maggi secretul gustului gust de gaina 400g,9.86
coriandru bobe kamis 15g,2.7
mix condimente carrefour sarmale 20g,0.69
baza pentru mancaruri delikat bulgarasi de savoare legume 200g,4.65
inlocuitor de sare kalas 250g,7.85
chilli macinat fuchs 20g,2.1
piper negru macinat fuchs 20g,1.9
amestec condimente pentru friptura de porc kotanyi 30g,2.69
baza pentru mancaruri cu legume maggi secretul gustului 75g,2.04
adaos universal pentru mancaruri podravka vegeta 250g,5.29
foi de dafin fuchs 7.5g,1.8
condiment pentru carne oaie si miel fuchs 20g,1.95
sare iodata gema salrom 5kg,4.7
bors cu verdeturi vegeta 70g,2
amestec condimente curry kotanyi 27g,3
cimbru fuchs 14g,2.11
leustean galeo 7g,1.1
adaos universal pentru mancaruri podravka vegeta 1kg,18.49
leustean kamis 8g,2.7
boia de ardei iute kamis 20g,2.7
patrunjel maruntit kotanyi gourmet 23g,10.7
nucsoara kamis 15g,5.8
condimente pentru carne de porc kamis 25g,2.7
sare roz de himalaya pirifan inima naturii 500g,6.5
patrunjel kotanyi 7g,3
mirodenia baza pentru mancaruri fuchs 450g,7.9
condiment pentru drob fuchs 20g,1.95
chili kamis 15g,2.6
cub vita maggi 108g,3.9
sare condimentata pentru cartofi prajiti cosmin 20g,1.1
oregano maruntit kotanyi gourmet 38g,12.3
chili carrefour 15g,0.89
mix condimente carrefour carne la gratar 20g,0.63
oregano fuchs 12g,2.1
pui fraged la punga picant maggi ideea zilei 34g,3.05
rosii uscate cu usturoi si busuioc kamis 15g,5
condimente pentru carne tocata kamis 20g,3
bors cu legume maggi 25g,1.55
baza pentru mancaruri cu gust de gaina delikat 200g,5.45
pui fraged la punga cu usturoi maggi ideea zilei 36g,2.49
condimente pentru pui kamis 53g,13
condimente pentru carne tocata galeo 20g,1.1
boia de ardei dulce fuchs 100g,4.35
bors magic cu legume delikat 180g,5
sare iodata light kalas 375g,11.2
sare de mare iodata kalas 250g,8.15
baza pentru mancaruri delikat legume 750g,14.19
boia de ardei iute kotanyi 50g,5.29
condimente pentru cartofi prajiti kamis 25g,3
fix pentru porc fuchs 20g,2.4
amestec condimente usturoi si piper kotanyi 27g,3
maghiran cosmin 8g,1.25
